labels,messages,character_count,word_count,sentence_count,clean_length
0,hi hun comin numbrnite tell everynumbr sorry numbr hope ava goodtime oli rang melnite ifink mite b sorted il explain everythin mon lnumbrrs x,152,33,2,141
1,please call numbr immediately urgent message waiting,81,13,1,52
0,yeah like goes like friends imma flip shit like half hour,87,20,1,57
0,mum say wan go go shun bian watch da glass exhibition,84,19,1,53
0,plan pongal,26,6,1,11
0,wait till end march el nino gets oh,58,14,2,35
0,yet chikku going room nw bus,46,14,1,28
0,also cbe pay,43,12,2,12
0,honey boo missing,24,7,1,17
0,sent jd customer service cum accounts executive mail id details contact us,97,19,1,74
0,yo parents gettin cash good news picked downstem,70,19,2,48
0,thank much skyped wit kz sura didnt get pleasure company hope good given ultimatum oh countin aburo enjoy,179,43,6,105
1,hungry gay guys feeling hungry numbr call numbr numbrp min stop texts call numbr numbrp min,120,25,3,91
0,ok wahala remember friend need,54,12,2,30
0,see half hour,26,7,1,13
0,inperialmusic listeningnumbrthe weirdest track ever byåóleafcutter johnåó sounds like insects molested someone plumbing remixed evil men acid,156,24,1,141
0,hey sorry didntgive ya bellearlier hunny,47,9,1,40
0,seriously tell exact words right,48,10,2,32
1,get numbr phone wanna chat numbr set meet call numbr cum numbrmoro luv jane xx callsådollersnumbr minmoremobsemspoboxnumbrponumbrwa,147,29,2,131
0,tee hee lecture cheery bye bye,40,11,2,30
0,sorry chikku cell got problem thts nt able reply msg,81,21,1,52
0,still havent collected dough pls let know go place sent get control number,116,26,1,74
0,ok,5,2,1,2
1,network operator service free c visit numbr biz,66,15,3,47
0,let know contact settled room lets know ok,81,22,3,42
0,wot numbr weirdo,20,7,1,16
0,lor,13,4,1,3
0,put phone silent mode ok,37,8,1,24
0,meet ì_ numbr numbr depends ì_ wan numbr lor,66,19,1,44
0,waiting numbr tv show numbr start lor leh still busy report,69,17,1,59
0,oh ho first time use type words,55,14,2,31
0,one stalk profiles,45,11,1,18
0,ever green quote ever told jerry cartoon person irritates always one loves vry much fails express gud nyt,160,42,2,105
0,yes thought thanks,25,7,2,18
0,drinkin ok,28,8,1,10
0,wondering others took,40,8,1,21
0,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng,156,34,3,112
0,dog must always wait till end day word run time cell already,138,35,3,60
0,happy new year,24,7,1,14
0,hey great deal farm tour numbram numbrpm dollersnumbr pax dollersnumbr deposit numbr may,70,19,1,88
0,eat jap done oso aft lect wat ìï got lect numbr rite,62,16,1,52
0,hey babe saw came online second disappeared happened,86,19,2,52
0,da birthdate certificate april real date today publish shall give special treat keep secret way thanks wishes,174,38,4,109
0,happy birthday may dreams come true,48,10,1,35
0,aiyah ok already lar e nydc wheellock,48,12,2,37
0,tell said eat shit,25,7,1,18
0,sure driving reach destination soon,54,12,2,35
0,k much numbrth fifty,38,13,2,20
0,daily text ûò favour time,46,10,1,25
0,great hear settling well happenin wit ola,64,15,2,41
0,cocksuckers makes feel better ipads worthless garbage novelty items feel bad even wanting one,133,24,2,93
0,tot reach liao said shirt,36,10,2,25
0,fran decided numbr go n e way completely broke knackered got bout numbr c numbrmrw love janx p dads fone credit,132,32,1,111
0,right make appointment right,48,11,2,28
0,designation software developer may get chennai,62,12,1,46
1,enjoy jamster videosound gold club credits numbr new videosounds numbr logos musicnews get fun jamster co uk numbr help call numbr,163,27,4,130
1,get numbr lions england tone reply lionm numbr mono lionp numbr poly numbr go numbr www ringtones co uk original n best tones numbrgbp network operator rates apply,155,32,3,163
0,jokin oni lar ìï busy wun disturb ì_,48,13,1,36
0,ok careful text drive,39,11,2,21
0,always even spirit get bb soon trying sure need,103,27,3,47
0,r much close heart go away shattered plz stay,83,23,3,45
0,love numbr babe r sure everything alrite idiot txt bak girlie,84,22,4,61
0,abt making pics bigger,39,9,1,22
0,got got numbr colours lor one colour quite light n e darker lor actually done styling hair,122,30,3,90
0,whenevr sad whenevr gray remembr numbr listn numbr watevr wanna say jus walk wid little amp promise bring back smile,154,43,2,116
0,nothing ok anyway give treat,36,8,2,28
1,win newest ûïharry potter order phoenix book numbr reply harry answer numbr questions chance first among readers,140,30,1,112
0,correct work today,30,7,2,18
0,sent scream moan bed princess,57,14,2,29
0,wake long ago already dunno thing,54,13,1,33
0,oh getting even,34,9,1,15
0,thk numbr shd ok said plus minus numbr ì_ leave line paragraphs,85,21,1,63
0,call plz number shows coveragd area urgnt call vasai amp reach numbr clock call plz,139,35,3,83
0,yeah jay sort fucking retard,35,8,1,28
0,sorry bathroom sup,31,8,1,18
1,balance ådollersnumbr next question sang uptown girl numbr numbr answer txt answer numbr good luck,126,31,3,98
0,exam february numbr wish great day,48,12,1,34
0,know come ask questions like mistake,94,22,1,36
0,aight rush ask jay,27,8,1,18
0,good morning plz call sir,28,6,1,25
0,ok lar sleep early nite,41,12,2,23
0,oh icic k lor den meet day,42,12,1,26
0,oh half hour much longer syria canada eh wow must get much work done day us extra time grins,150,38,4,92
0,sometimes put walls around hearts safe getting hurt find cares enough break walls amp get closer goodnoon,162,37,1,105
0,sweet may may go numbru meet carlos gauge patty interest,82,20,1,56
0,buying today ìï need c meh,45,12,2,26
0,aight sorry take ten years shower plan,56,14,2,38
0,every monday nxt week vl completing,41,9,1,35
0,might ax well,23,6,1,13
0,chill another numbrhrs could sleep pain surgical emergency see unfolds okay,112,24,3,75
0,yeah try scrounge something,38,8,1,27
0,crazy ar married ìï like gd looking guys frens like say korean leona fave dun thk aft thinking mayb prob go,160,41,4,107
0,somewhere fredericksburg,32,4,1,24
0,que pases un buen tiempo something like,47,9,1,39
0,ok stay night xavier sleeping bag getting tired,82,20,2,47
0,doesnt need test,25,6,1,16
0,nothing much chillin home super bowl plan,51,12,2,41
1,freenumbrday sexy st george day pic jordan txt pic numbr miss every wk saucy celeb numbr pics c pocketbabe co uk numbr ådollersnumbr wk,155,32,1,135
0,bugis oso near wat,22,5,1,18
0,yo theres class tmrw right,30,7,1,26
0,let heart compass mind map soul guide never loose world gnun sent via waynumbrsms com,121,27,1,85
0,goodnight sleep well da please take care pa please,53,11,1,50
0,baaaaabe misss youuuuu go teach class numbr,84,21,4,43
0,ned convince tht possible witot hurting feeling main,81,16,1,52
0,good afternoon loverboy goes day luck come way think sweetie send love across sea make smile happy,152,34,4,98
0,start sending blackberry torch nigeria find buyer like numbra month tell dad buy bb anyone oh,131,30,2,93
0,lt gt pple marry lovers becz hav gud undrstndng dat avoids problems sent dis numbr wil get gud news friday person like tomorrow best day life break chain break suffer send lt gt frnds lt gt mins whn read,327,90,6,203
0,yo dude guess got arrested day,49,10,1,30
0,shuhui say change numbr suntec steamboat noe r,65,16,3,46
0,dance river,29,7,1,11
0,yetunde sorry moji seem busy able go shopping please find way get wanted us get please forgive reply free via yahoo messenger,207,48,4,125
0,hey really pretty late want go lesson first join reaching tp mrt,114,28,3,64
1,hot live fantasies call numbr numbrp per min ntt ltd po box numbr croydon crnumbr numbrwb numbr k,101,22,1,97
0,bbq sat mine numbrish welcome numbr come,49,12,2,40
0,know thing wrong everyso often panicks starts goin bout bein good enough û_,108,24,1,75
0,alright good night,36,11,2,18
0,try making another butt,32,7,1,23
0,hope feeling great pls fill abiola,50,12,3,34
0,though shd go n fun bar town something ûò sound ok,80,20,1,50
0,numbr go write msg numbr put dictionary mode numbr cover screen hand numbr press lt gt numbr gently remove hand interesting,141,43,2,123
1,bears pic nick tom pete dick fact types try gay chat photo upload call numbr numbrp min numbr stop texts call numbr,151,34,3,115
1,numbr new mobiles numbr must go txt nokia numbr collect today ådollersnumbr www numbr tc biz numbroptout numbrgbp mtmsgnumbr txtauction,154,28,2,135
0,finally ready fyi,23,5,1,17
0,auntie huai juan never pick phone,40,8,1,33
1,double mins double txt numbr numbr price linerental latest orange bluetooth mobiles call mobileupdnumbr latest offers numbr callnumbroptout lfnumbr,159,26,3,147
0,ya tel wats problem,25,7,1,19
0,dnt wnt tlk wid,22,7,1,15
0,spend days waiting ideal path appear front us forget paths made walking waiting goodnight,155,37,1,89
0,ok arm feeling weak cuz got shot go another time,72,18,1,48
0,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve already see net ticket available want book ticket tackle,203,38,1,143
0,storming msg wen lift phne say hello knw wt real meaning hello name girl yes knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moral one numbrget name person,278,80,4,173
0,ok popped ask bout something said around tonght wen girl comes,115,27,2,62
0,e best numbr exam later,27,8,1,23
0,hope head hurt numbr much ploughing way pile ironing staying chinky tonight come round like,139,31,3,91
0,oh k think wi nz players unsold,46,11,1,31
0,haha got fast lose weight thk muz go numbr month den got effect gee later go aust put bk e weight,115,30,1,97
0,wonder got online love gone net cafe get phone recharged friends net think boytoy,155,38,5,81
0,haha kidding papa needs drugs,35,7,1,29
0,thk shld b ya wana go numbr lessons haha go one whole stretch,82,22,1,61
0,oh ok,7,3,1,5
0,r still meeting numbr dinner tonight,36,8,1,36
0,thats cool gentleman treat dignity respect,73,16,2,42
0,shall start hear,24,6,1,16
0,wait numbr lor need numbr feel bad lar,49,14,1,38
0,check got detailed message,48,11,2,26
0,registered sinco payee log icicibank com enter urn lt gt confirm beware frauds share disclose urn anyone,155,37,4,104
0,decided people care stuff vote caring stuff losers,93,19,1,50
0,kaiez enjoy tuition gee thk e second option sounds beta go yan jiu den msg,99,24,1,74
0,cool fun practicing making babies,48,10,2,33
0,actually getting ready leave house,42,8,1,34
0,k k special today,24,8,1,17
1,urgent important information onumbr user today lucky day numbr find log onto http www urawinner com fantastic surprise awaiting,163,31,3,127
0,gotta,30,8,1,5
0,got ten bucks jay noncomittal,44,10,1,29
0,hungry,24,5,1,6
0,pls speak customer machan,34,7,1,25
0,somewhere beneath pale moon light someone think dreams come true goodnite amp sweet dreams,144,28,1,90
1,dear invited xchat final attempt contact txt chat numbr numbrp msgrcvdhg suitenumbr numbrlands row wnumbrjnumbrhl ldn numbr yrs,143,25,3,127
0,wats opinion abt abt character,52,12,1,30
0,jay snickering tells x totally fucking chords speak,82,17,1,51
0,hours went hair cut,39,9,1,19
0,wonder cos dun rem seeing silver car thk saw black one,80,21,1,54
0,lmao take pic send,35,11,2,18
0,speak feel words better silence gud mrng,82,21,1,40
0,currently scotland,41,10,2,18
0,work week,27,7,1,9
1,congratulations awarded either ådollersnumbr cd gift vouchers free entry numbr ådollersnumbr weekly draw txt music numbr tncs www ldew com numbr winnumbrppmxnumbragenumbr,152,25,1,170
0,lol great getting hungry,32,7,1,24
0,yes saw message,33,8,1,15
0,mu like lt gt seconds,41,15,1,21
0,thing r good thanx got exams march ive done revision fran still boyf ive gotta interviw numbr exeter bit worried x,126,29,3,114
0,tell make little spreadsheet track whose idea smoke determine smokes much entire month february,153,31,1,95
1,sale arsenal dartboard good condition doubles trebles,71,14,2,53
0,look back building coat want get sick hurry home wear coat gym,141,36,3,62
0,painful personal thought always try keep everybody happy time nobody recognises alone,124,25,2,85
0,thanks lovely wisheds rock,38,8,2,26
0,intrepid duo great time see soon,63,15,2,32
0,asked sen come chennai search job,47,11,1,33
0,dad went oredi,22,5,1,14
0,jus hope true missin cos really missin done anything feel guilty yet,115,27,2,68
0,wat late still early mah juz go numbr dinner lor aiya dunno,71,19,3,59
0,arms fine cardiff uni,34,9,1,21
0,fact leave think addie goes back school tues wed,72,17,2,48
0,cool breeze bright sun fresh flower twittering birds waiting wish goodmorning amp nice day,134,31,1,90
0,ya going restaurant,26,7,1,19
0,ok askd knw tht,38,12,1,15
1,free numbrst week entry numbr textpod numbr chance numbr win numbrgb ipod ådollersnumbr cash every wk txt pod numbr ts cs www textpod net custcare numbr,141,30,2,152
0,ducking chinchillas,25,3,1,19
0,marriage function,27,6,1,17
0,looks like wil b getting headstart leaving bout numbrish r desperate company could head earlier goin meet rummer,159,33,1,112
0,û give flying monkeys wot think certainly û mind friend mine,107,22,2,60
1,registered optin subscriber draw numbr ådollersnumbr gift voucher entered receipt correct ans numbr whats nonumbr bbc charts,142,28,1,124
0,say thanksnumbr,13,3,1,15
0,msg rajini comes,25,6,1,16
0,ya ì_ taking practical lessons start june,65,15,3,41
0,good need drugs,33,8,1,15
0,stupid possible,23,3,1,15
0,ì_ decide faster cos sis going home liao,53,12,1,40
1,summers finally fancy chat flirt sexy singles yr area get matched reply summer free numbr join optout txt stop helpnumbr,159,33,5,120
0,sleeping going take haha got spys wat online checking n replying mails lor,104,25,2,74
1,claire havin borin time alone wanna cum numbrnite chat numbr hope numbr c luv claire xx callsådollersnumbr minmoremobsemspoboxnumbrponumbrwa,154,28,2,140
1,bought one ringtone getting texts costing numbr pound offering tones etc,81,14,1,72
